Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
7658,2023-01-29,2023-01-29,,Dining Out,93.26,0.00,3515230.23
7659,2023-01-29,2023-01-29,,ATM Withdrawal,303.92,0.00,3514926.31
7660,2023-01-29,2023-01-29,,Utility Payment,254.75,0.00,3514671.56
7661,2023-01-28,2023-01-29,,Interest Credited,0.00,64.15,3514735.71
7662,2023-01-29,2023-01-29,,Interest Credited,0.00,71.53,3514807.24
7663,2023-01-30,2023-01-29,,Groceries - Supermarket,130.47,0.00,3514676.77
7664,2023-01-31,2023-01-30,,Credit Card Payment,245.36,0.00,3514431.41
7665,2023-01-30,2023-01-30,,Transfer Received,0.00,2681.78,3517113.19
7666,2023-01-30,2023-01-30,,Credit Card Payment,502.46,0.00,3516610.73
7667,2023-01-30,2023-01-30,,Interest Credited,0.00,40.56,3516651.29
7668,2023-01-29,2023-01-30,,Salary Credit,0.00,3002.29,3519653.58
7669,2023-01-29,2023-01-30,,Online Transfer,683.29,0.00,3518970.29
7670,2023-01-30,2023-01-30,,Dining Out,23.60,0.00,3518946.69
7671,2023-01-30,2023-01-30,,ATM Withdrawal,450.90,0.00,3518495.79
7672,2023-01-31,2023-01-31,,Salary Credit,0.00,2596.27,3521092.06
7673,2023-01-31,2023-01-31,,Rental Income,0.00,2550.63,3523642.69
7674,2023-01-31,2023-01-31,,ATM Withdrawal,74.93,0.00,3523567.76
7675,2023-01-30,2023-01-31,,Credit Card Payment,806.44,0.00,3522761.32
7676,2023-01-31,2023-01-31,,ATM Withdrawal,27.84,0.00,3522733.48
7677,2023-01-31,2023-01-31,,Loan EMI,1186.75,0.00,3521546.73
7678,2023-01-31,2023-01-31,,Groceries - Online Delivery,52.19,0.00,3521494.54
7679,2023-02-01,2023-01-31,,Groceries - Online Delivery,79.87,0.00,3521414.67
7680,2023-02-01,2023-02-01,,Loan EMI,1047.21,0.00,3520367.46
7681,2023-02-01,2023-02-01,,ATM Withdrawal,192.04,0.00,3520175.42
7682,2023-02-01,2023-02-01,,Salary Credit,0.00,4864.39,3525039.81
7683,2023-02-01,2023-02-01,,Credit Card Payment,946.93,0.00,3524092.88
7684,2023-02-01,2023-02-01,,Groceries - Online Delivery,133.07,0.00,3523959.81
7685,2023-02-01,2023-02-01,,ATM Withdrawal,304.06,0.00,3523655.75
7686,2023-02-02,2023-02-01,,Credit Card Payment,819.62,0.00,3522836.13
7687,2023-02-01,2023-02-01,,Salary Credit,0.00,3010.55,3525846.68
7688,2023-02-01,2023-02-01,,ATM Withdrawal,167.60,0.00,3525679.08
7689,2023-02-02,2023-02-02,,Utility Payment,230.30,0.00,3525448.78
7690,2023-02-02,2023-02-02,,Utility Payment,128.01,0.00,3525320.77
7691,2023-02-02,2023-02-02,,Groceries - Supermarket,156.17,0.00,3525164.60
7692,2023-02-02,2023-02-02,,Transfer Received,0.00,1812.98,3526977.58
7693,2023-02-02,2023-02-02,,Transfer Received,0.00,945.62,3527923.20
7694,2023-02-02,2023-02-02,,ATM Withdrawal,344.69,0.00,3527578.51
7695,2023-02-02,2023-02-02,,Loan EMI,1895.66,0.00,3525682.85
7696,2023-02-03,2023-02-03,,Dining Out,60.03,0.00,3525622.82
7697,2023-02-03,2023-02-03,,Online Transfer,270.26,0.00,3525352.56
7698,2023-02-03,2023-02-03,,Utility Payment,228.02,0.00,3525124.54
7699,2023-02-04,2023-02-03,100188,Cheque Issued,2247.84,0.00,3522876.70
7700,2023-02-03,2023-02-03,,Investment - Mutual Funds,839.63,0.00,3522037.07
7701,2023-02-03,2023-02-03,,Investment - Mutual Funds,1868.92,0.00,3520168.15
7702,2023-02-03,2023-02-03,,Salary Credit,0.00,3009.15,3523177.30
7703,2023-02-03,2023-02-03,,Credit Card Payment,608.73,0.00,3522568.57
7704,2023-02-04,2023-02-03,,Salary Credit,0.00,2522.96,3525091.53
7705,2023-02-03,2023-02-03,,Salary Credit,0.00,4491.04,3529582.57
7706,2023-02-04,2023-02-03,,ATM Withdrawal,108.71,0.00,3529473.86
7707,2023-02-04,2023-02-04,,ATM Withdrawal,305.50,0.00,3529168.36
7708,2023-02-04,2023-02-04,,Rental Income,0.00,2700.20,3531868.56
7709,2023-02-04,2023-02-04,,ATM Withdrawal,327.68,0.00,3531540.88
7710,2023-02-03,2023-02-04,,Transfer Received,0.00,2757.18,3534298.06
7711,2023-02-04,2023-02-05,,ATM Withdrawal,97.65,0.00,3534200.41
7712,2023-02-05,2023-02-05,,ATM Withdrawal,463.08,0.00,3533737.33
7713,2023-02-05,2023-02-05,,Loan EMI,659.45,0.00,3533077.88
7714,2023-02-05,2023-02-05,,Transfer Received,0.00,2897.24,3535975.12
7715,2023-02-05,2023-02-05,,Online Transfer,1022.78,0.00,3534952.34
7716,2023-02-05,2023-02-05,,Investment - Mutual Funds,2463.67,0.00,3532488.67
7717,2023-02-05,2023-02-05,,Utility Payment,213.61,0.00,3532275.06
7718,2023-02-04,2023-02-05,,Groceries - Supermarket,157.96,0.00,3532117.10
7719,2023-02-04,2023-02-05,,Salary Credit,0.00,2154.80,3534271.90
7720,2023-02-04,2023-02-05,100189,Cheque Issued,1767.37,0.00,3532504.53
7721,2023-02-04,2023-02-05,,Groceries - Supermarket,124.60,0.00,3532379.93
7722,2023-02-05,2023-02-05,,Transfer Received,0.00,2926.77,3535306.70
7723,2023-02-06,2023-02-06,,Credit Card Payment,953.05,0.00,3534353.65
7724,2023-02-06,2023-02-06,,Transfer Received,0.00,931.55,3535285.20
7725,2023-02-06,2023-02-06,,Takeout,47.21,0.00,3535237.99
7726,2023-02-07,2023-02-06,,Transfer Received,0.00,781.18,3536019.17
7727,2023-02-06,2023-02-06,,Groceries - Supermarket,112.45,0.00,3535906.72
7728,2023-02-06,2023-02-06,,ATM Withdrawal,351.00,0.00,3535555.72
7729,2023-02-06,2023-02-06,,Dividend Received,0.00,490.37,3536046.09
7730,2023-02-05,2023-02-06,,ATM Withdrawal,387.37,0.00,3535658.72
7731,2023-02-06,2023-02-07,,Transfer Received,0.00,1316.10,3536974.82
7732,2023-02-07,2023-02-07,,Online Transfer,1317.38,0.00,3535657.44
7733,2023-02-06,2023-02-07,,Investment - Stocks,3512.08,0.00,3532145.36
7734,2023-02-07,2023-02-07,,Loan EMI,1021.13,0.00,3531124.23
7735,2023-02-07,2023-02-07,,Investment - SIP,602.34,0.00,3530521.89
7736,2023-02-09,2023-02-08,,Utility Payment,171.49,0.00,3530350.40
7737,2023-02-07,2023-02-08,,Investment - Mutual Funds,1559.42,0.00,3528790.98
7738,2023-02-07,2023-02-08,,Salary Credit,0.00,4989.29,3533780.27
7739,2023-02-08,2023-02-08,,ATM Withdrawal,427.83,0.00,3533352.44
7740,2023-02-09,2023-02-08,,Takeout,38.61,0.00,3533313.83
7741,2023-02-08,2023-02-08,,Groceries - Supermarket,179.96,0.00,3533133.87
7742,2023-02-08,2023-02-08,,Groceries - Online Delivery,88.78,0.00,3533045.09
7743,2023-02-09,2023-02-08,,Credit Card Payment,260.84,0.00,3532784.25
7744,2023-02-09,2023-02-08,,Online Transfer,335.86,0.00,3532448.39
7745,2023-02-09,2023-02-09,,Loan EMI,1219.75,0.00,3531228.64
7746,2023-02-09,2023-02-09,,Transfer Received,0.00,1254.11,3532482.75
7747,2023-02-08,2023-02-09,,Salary Credit,0.00,4566.49,3537049.24
7748,2023-02-09,2023-02-09,,Credit Card Payment,755.59,0.00,3536293.65
7749,2023-02-10,2023-02-10,,Salary Credit,0.00,2212.75,3538506.40
7750,2023-02-10,2023-02-10,,Rental Income,0.00,2731.35,3541237.75
7751,2023-02-10,2023-02-10,,ATM Withdrawal,316.21,0.00,3540921.54
7752,2023-02-10,2023-02-10,,ATM Withdrawal,297.80,0.00,3540623.74
7753,2023-02-09,2023-02-10,,Online Transfer,907.67,0.00,3539716.07
7754,2023-02-10,2023-02-10,,Investment - Mutual Funds,292.72,0.00,3539423.35
7755,2023-02-11,2023-02-11,,Utility Payment,52.26,0.00,3539371.09
7756,2023-02-11,2023-02-11,,Online Transfer,625.92,0.00,3538745.17
7757,2023-02-11,2023-02-11,,Investment - Stocks,4624.26,0.00,3534120.91
7758,2023-02-11,2023-02-11,,Cash Deposit,0.00,686.16,3534807.07
7759,2023-02-11,2023-02-11,,ATM Withdrawal,109.05,0.00,3534698.02
7760,2023-02-12,2023-02-12,,ATM Withdrawal,123.03,0.00,3534574.99
7761,2023-02-12,2023-02-12,,Interest Credited,0.00,34.17,3534609.16
7762,2023-02-12,2023-02-12,,Interest Credited,0.00,12.33,3534621.49
7763,2023-02-12,2023-02-12,,Groceries - Supermarket,126.66,0.00,3534494.83
7764,2023-02-12,2023-02-12,,Daily Essentials,46.77,0.00,3534448.06
7765,2023-02-11,2023-02-12,,Takeout,21.46,0.00,3534426.60
7766,2023-02-12,2023-02-12,,Online Transfer,848.81,0.00,3533577.79
7767,2023-02-12,2023-02-12,,ATM Withdrawal,169.33,0.00,3533408.46
7768,2023-02-13,2023-02-13,,Salary Credit,0.00,3160.72,3536569.18
7769,2023-02-13,2023-02-13,,Coffee Shop,8.74,0.00,3536560.44
7770,2023-02-13,2023-02-13,,Investment - Mutual Funds,2997.85,0.00,3533562.59
7771,2023-02-13,2023-02-13,,Transfer Received,0.00,1313.99,3534876.58
7772,2023-02-13,2023-02-14,,Transfer Received,0.00,2451.62,3537328.20
7773,2023-02-14,2023-02-14,,ATM Withdrawal,395.16,0.00,3536933.04
7774,2023-02-14,2023-02-14,,Salary Credit,0.00,3299.26,3540232.30
7775,2023-02-14,2023-02-14,,Online Transfer,1618.25,0.00,3538614.05
7776,2023-02-14,2023-02-14,,Transfer Received,0.00,1131.98,3539746.03
7777,2023-02-14,2023-02-14,,Utility Payment,226.64,0.00,3539519.39
7778,2023-02-14,2023-02-14,,Groceries - Supermarket,22.98,0.00,3539496.41
7779,2023-02-13,2023-02-14,,Coffee Shop,18.68,0.00,3539477.73
7780,2023-02-14,2023-02-14,,ATM Withdrawal,149.99,0.00,3539327.74
7781,2023-02-14,2023-02-14,,ATM Withdrawal,497.61,0.00,3538830.13
7782,2023-02-15,2023-02-15,,Loan EMI,1091.27,0.00,3537738.86
7783,2023-02-14,2023-02-15,,Transfer Received,0.00,1347.04,3539085.90
7784,2023-02-15,2023-02-15,,Salary Credit,0.00,2028.45,3541114.35
7785,2023-02-15,2023-02-15,,Transfer Received,0.00,2467.21,3543581.56
7786,2023-02-15,2023-02-15,,Groceries - Online Delivery,79.61,0.00,3543501.95
7787,2023-02-17,2023-02-16,,Credit Card Payment,387.91,0.00,3543114.04
7788,2023-02-15,2023-02-16,,Salary Credit,0.00,3883.01,3546997.05
7789,2023-02-17,2023-02-16,,Salary Credit,0.00,3854.96,3550852.01
7790,2023-02-17,2023-02-16,,Credit Card Payment,494.39,0.00,3550357.62
7791,2023-02-17,2023-02-16,,Groceries - Supermarket,48.27,0.00,3550309.35
7792,2023-02-15,2023-02-16,,Groceries - Online Delivery,61.48,0.00,3550247.87
7793,2023-02-17,2023-02-16,,Utility Payment,222.17,0.00,3550025.70
7794,2023-02-16,2023-02-16,,ATM Withdrawal,130.27,0.00,3549895.43
7795,2023-02-17,2023-02-16,,Credit Card Payment,505.64,0.00,3549389.79
7796,2023-02-17,2023-02-17,,Salary Credit,0.00,2426.69,3551816.48
7797,2023-02-17,2023-02-17,,Online Transfer,1700.41,0.00,3550116.07
7798,2023-02-17,2023-02-17,,Groceries - Online Delivery,91.89,0.00,3550024.18
7799,2023-02-17,2023-02-17,,Credit Card Payment,310.66,0.00,3549713.52
7800,2023-02-17,2023-02-17,,Coffee Shop,5.86,0.00,3549707.66
7801,2023-02-18,2023-02-17,,Salary Credit,0.00,2244.11,3551951.77
7802,2023-02-16,2023-02-17,,Utility Payment,111.67,0.00,3551840.10
7803,2023-02-17,2023-02-17,,Online Transfer,1429.90,0.00,3550410.20
7804,2023-02-18,2023-02-18,,Salary Credit,0.00,3829.56,3554239.76
7805,2023-02-18,2023-02-18,,Transfer Received,0.00,1289.31,3555529.07
7806,2023-02-17,2023-02-18,,Utility Payment,194.00,0.00,3555335.07
7807,2023-02-18,2023-02-18,,Coffee Shop,11.83,0.00,3555323.24
7808,2023-02-18,2023-02-18,,Loan EMI,872.63,0.00,3554450.61
7809,2023-02-18,2023-02-18,,Interest Credited,0.00,25.44,3554476.05
7810,2023-02-19,2023-02-18,,Credit Card Payment,699.92,0.00,3553776.13
7811,2023-02-18,2023-02-18,,Cash Deposit,0.00,329.10,3554105.23
7812,2023-02-18,2023-02-18,,Online Transfer,1423.62,0.00,3552681.61
7813,2023-02-18,2023-02-18,,Utility Payment,225.27,0.00,3552456.34
7814,2023-02-18,2023-02-19,,Groceries - Supermarket,83.23,0.00,3552373.11
7815,2023-02-19,2023-02-19,,Transfer Received,0.00,2015.47,3554388.58
7816,2023-02-19,2023-02-19,,Loan EMI,1218.81,0.00,3553169.77
7817,2023-02-19,2023-02-19,,Credit Card Payment,342.62,0.00,3552827.15
7818,2023-02-20,2023-02-20,,Online Transfer,168.52,0.00,3552658.63
7819,2023-02-21,2023-02-20,,Credit Card Payment,979.72,0.00,3551678.91
7820,2023-02-20,2023-02-20,,Investment - Mutual Funds,2967.96,0.00,3548710.95
7821,2023-02-20,2023-02-20,,Dining Out,11.76,0.00,3548699.19
7822,2023-02-21,2023-02-20,,Online Transfer,1714.12,0.00,3546985.07
7823,2023-02-20,2023-02-20,,Investment - Stocks,1569.49,0.00,3545415.58
7824,2023-02-20,2023-02-20,,Transfer Received,0.00,1895.76,3547311.34
7825,2023-02-20,2023-02-20,100190,Cheque Issued,2141.99,0.00,3545169.35
7826,2023-02-21,2023-02-21,,Credit Card Payment,562.27,0.00,3544607.08
7827,2023-02-21,2023-02-21,,Interest Credited,0.00,14.30,3544621.38
7828,2023-02-21,2023-02-21,,Credit Card Payment,274.55,0.00,3544346.83
7829,2023-02-20,2023-02-21,,Investment - Mutual Funds,561.20,0.00,3543785.63
7830,2023-02-22,2023-02-21,,ATM Withdrawal,295.28,0.00,3543490.35
7831,2023-02-22,2023-02-22,,Groceries - Supermarket,158.59,0.00,3543331.76
7832,2023-02-23,2023-02-22,,Dining Out,60.98,0.00,3543270.78
7833,2023-02-23,2023-02-22,,Salary Credit,0.00,4022.50,3547293.28
7834,2023-02-22,2023-02-22,,Investment - SIP,898.42,0.00,3546394.86
7835,2023-02-22,2023-02-22,,Transfer Received,0.00,2625.22,3549020.08
7836,2023-02-23,2023-02-23,100191,Cheque Issued,1418.49,0.00,3547601.59
7837,2023-02-22,2023-02-23,,Dividend Received,0.00,93.12,3547694.71
7838,2023-02-23,2023-02-23,,Transfer Received,0.00,2329.08,3550023.79
7839,2023-02-23,2023-02-24,,Interest Credited,0.00,71.35,3550095.14
7840,2023-02-24,2023-02-24,,Investment - Stocks,1762.07,0.00,3548333.07
7841,2023-02-25,2023-02-24,,ATM Withdrawal,334.75,0.00,3547998.32
7842,2023-02-26,2023-02-25,,Salary Credit,0.00,3357.04,3551355.36
7843,2023-02-26,2023-02-25,,Online Transfer,360.05,0.00,3550995.31
7844,2023-02-25,2023-02-25,,Transfer Received,0.00,812.65,3551807.96
7845,2023-02-25,2023-02-25,,Dividend Received,0.00,317.87,3552125.83
7846,2023-02-25,2023-02-25,,Rental Income,0.00,2820.10,3554945.93
7847,2023-02-26,2023-02-26,,Investment - Mutual Funds,1052.47,0.00,3553893.46
7848,2023-02-26,2023-02-26,,Investment - Stocks,1289.88,0.00,3552603.58
7849,2023-02-27,2023-02-26,,Transfer Received,0.00,2445.82,3555049.40
7850,2023-02-27,2023-02-26,,Salary Credit,0.00,4859.27,3559908.67
7851,2023-02-27,2023-02-26,,Online Transfer,635.30,0.00,3559273.37
7852,2023-02-26,2023-02-26,,Interest Credited,0.00,68.42,3559341.79
7853,2023-02-26,2023-02-26,,Transfer Received,0.00,2090.62,3561432.41
7854,2023-02-25,2023-02-26,,Online Transfer,1862.96,0.00,3559569.45
7855,2023-02-27,2023-02-26,,Salary Credit,0.00,2031.18,3561600.63
7856,2023-02-26,2023-02-26,,Groceries - Online Delivery,85.87,0.00,3561514.76
7857,2023-02-26,2023-02-26,,Transfer Received,0.00,1731.32,3563246.08
7858,2023-02-26,2023-02-26,,Dining Out,57.74,0.00,3563188.34
7859,2023-02-27,2023-02-26,,Credit Card Payment,801.43,0.00,3562386.91
7860,2023-02-26,2023-02-27,,Online Transfer,845.87,0.00,3561541.04
7861,2023-02-27,2023-02-27,100192,Cheque Issued,1692.74,0.00,3559848.30
7862,2023-02-26,2023-02-27,,Utility Payment,293.35,0.00,3559554.95
7863,2023-02-27,2023-02-27,,Groceries - Supermarket,75.23,0.00,3559479.72
7864,2023-02-27,2023-02-27,,Groceries - Supermarket,188.87,0.00,3559290.85
7865,2023-02-28,2023-02-27,,Transfer Received,0.00,1687.19,3560978.04
7866,2023-03-01,2023-02-28,,ATM Withdrawal,88.03,0.00,3560890.01
7867,2023-02-28,2023-02-28,,Transfer Received,0.00,2196.08,3563086.09
7868,2023-03-01,2023-02-28,,Utility Payment,259.06,0.00,3562827.03
7869,2023-03-01,2023-02-28,,Groceries - Supermarket,147.61,0.00,3562679.42
7870,2023-02-28,2023-02-28,,ATM Withdrawal,328.59,0.00,3562350.83
7871,2023-03-01,2023-02-28,,Online Transfer,945.83,0.00,3561405.00
7872,2023-02-28,2023-02-28,,Transfer Received,0.00,2358.10,3563763.10
7873,2023-03-01,2023-02-28,,Dining Out,93.92,0.00,3563669.18
7874,2023-02-28,2023-02-28,,ATM Withdrawal,108.52,0.00,3563560.66
7875,2023-03-01,2023-02-28,,Loan EMI,1565.62,0.00,3561995.04
7876,2023-03-01,2023-02-28,,Credit Card Payment,375.54,0.00,3561619.50
7877,2023-02-28,2023-02-28,,Transfer Received,0.00,1863.19,3563482.69
7878,2023-02-28,2023-02-28,,Investment - Mutual Funds,2348.08,0.00,3561134.61
7879,2023-03-02,2023-03-01,,Transfer Received,0.00,2865.06,3563999.67
7880,2023-02-28,2023-03-01,,Groceries - Supermarket,67.88,0.00,3563931.79
7881,2023-03-01,2023-03-01,,Transfer Received,0.00,1329.59,3565261.38
7882,2023-03-01,2023-03-01,,Dining Out,33.69,0.00,3565227.69
7883,2023-03-01,2023-03-01,,Rental Income,0.00,1471.60,3566699.29
7884,2023-03-01,2023-03-01,,Transfer Received,0.00,1572.27,3568271.56
7885,2023-03-03,2023-03-02,,ATM Withdrawal,272.45,0.00,3567999.11
7886,2023-03-01,2023-03-02,,Salary Credit,0.00,4450.32,3572449.43
7887,2023-03-02,2023-03-02,,Groceries - Supermarket,91.81,0.00,3572357.62
7888,2023-03-01,2023-03-02,,Credit Card Payment,594.02,0.00,3571763.60
7889,2023-03-02,2023-03-02,,Takeout,45.68,0.00,3571717.92
7890,2023-03-02,2023-03-02,,Loan EMI,861.43,0.00,3570856.49
7891,2023-03-03,2023-03-03,,Groceries - Supermarket,89.59,0.00,3570766.90
7892,2023-03-03,2023-03-03,,Salary Credit,0.00,2177.59,3572944.49
7893,2023-03-03,2023-03-03,,Credit Card Payment,858.05,0.00,3572086.44
7894,2023-03-03,2023-03-03,,Groceries - Supermarket,96.83,0.00,3571989.61
7895,2023-03-03,2023-03-03,,Transfer Received,0.00,1106.42,3573096.03
7896,2023-03-03,2023-03-03,,Transfer Received,0.00,1635.91,3574731.94
7897,2023-03-04,2023-03-04,,Dividend Received,0.00,137.88,3574869.82
7898,2023-03-04,2023-03-04,,Online Transfer,1520.07,0.00,3573349.75
7899,2023-03-04,2023-03-04,,ATM Withdrawal,170.81,0.00,3573178.94
7900,2023-03-04,2023-03-04,,ATM Withdrawal,279.89,0.00,3572899.05
7901,2023-03-04,2023-03-04,,Dividend Received,0.00,391.55,3573290.60
7902,2023-03-04,2023-03-04,,Transfer Received,0.00,1763.88,3575054.48
7903,2023-03-04,2023-03-04,,ATM Withdrawal,40.36,0.00,3575014.12
7904,2023-03-04,2023-03-04,,ATM Withdrawal,128.75,0.00,3574885.37
7905,2023-03-04,2023-03-04,,Salary Credit,0.00,4131.94,3579017.31
7906,2023-03-05,2023-03-05,,ATM Withdrawal,233.34,0.00,3578783.97
7907,2023-03-05,2023-03-05,,Credit Card Payment,707.63,0.00,3578076.34
7908,2023-03-05,2023-03-05,,Dining Out,42.96,0.00,3578033.38
7909,2023-03-04,2023-03-05,,ATM Withdrawal,161.88,0.00,3577871.50
7910,2023-03-04,2023-03-05,,Groceries - Supermarket,183.28,0.00,3577688.22
7911,2023-03-06,2023-03-06,,Credit Card Payment,222.58,0.00,3577465.64
7912,2023-03-05,2023-03-06,,Transfer Received,0.00,1386.68,3578852.32
7913,2023-03-07,2023-03-06,,Salary Credit,0.00,3263.79,3582116.11
7914,2023-03-06,2023-03-06,,ATM Withdrawal,355.15,0.00,3581760.96
7915,2023-03-06,2023-03-06,,Interest Credited,0.00,42.03,3581802.99
7916,2023-03-07,2023-03-06,,Daily Essentials,14.04,0.00,3581788.95
7917,2023-03-06,2023-03-06,,Groceries - Supermarket,64.21,0.00,3581724.74
7918,2023-03-07,2023-03-06,,Transfer Received,0.00,1479.55,3583204.29
7919,2023-03-05,2023-03-06,,Online Transfer,1740.74,0.00,3581463.55
7920,2023-03-06,2023-03-06,,ATM Withdrawal,20.67,0.00,3581442.88
7921,2023-03-07,2023-03-07,,ATM Withdrawal,217.78,0.00,3581225.10
7922,2023-03-07,2023-03-07,,Transfer Received,0.00,2452.76,3583677.86
7923,2023-03-07,2023-03-07,,Credit Card Payment,434.40,0.00,3583243.46
7924,2023-03-07,2023-03-07,,Cash Deposit,0.00,641.63,3583885.09
7925,2023-03-07,2023-03-07,,Loan EMI,575.31,0.00,3583309.78
7926,2023-03-07,2023-03-07,,Loan EMI,619.90,0.00,3582689.88
7927,2023-03-08,2023-03-08,,Utility Payment,76.42,0.00,3582613.46
7928,2023-03-08,2023-03-08,,Online Transfer,371.43,0.00,3582242.03
7929,2023-03-08,2023-03-08,,Utility Payment,70.01,0.00,3582172.02
7930,2023-03-08,2023-03-08,,Credit Card Payment,372.02,0.00,3581800.00
7931,2023-03-09,2023-03-09,,Utility Payment,190.06,0.00,3581609.94
7932,2023-03-10,2023-03-09,,Groceries - Supermarket,190.67,0.00,3581419.27
7933,2023-03-09,2023-03-09,,Groceries - Supermarket,50.24,0.00,3581369.03
7934,2023-03-08,2023-03-09,,Online Transfer,1986.07,0.00,3579382.96
7935,2023-03-11,2023-03-10,,Online Transfer,666.51,0.00,3578716.45
7936,2023-03-10,2023-03-10,100193,Cheque Issued,2094.09,0.00,3576622.36
7937,2023-03-11,2023-03-10,,Dining Out,71.46,0.00,3576550.90
7938,2023-03-10,2023-03-10,,Online Transfer,1245.37,0.00,3575305.53
7939,2023-03-10,2023-03-10,,Interest Credited,0.00,90.24,3575395.77
7940,2023-03-11,2023-03-10,,Groceries - Online Delivery,53.32,0.00,3575342.45
7941,2023-03-09,2023-03-10,,Investment - Stocks,4603.87,0.00,3570738.58
7942,2023-03-09,2023-03-10,,Rental Income,0.00,2498.65,3573237.23
7943,2023-03-11,2023-03-10,,ATM Withdrawal,234.12,0.00,3573003.11
7944,2023-03-11,2023-03-11,,ATM Withdrawal,492.41,0.00,3572510.70
7945,2023-03-10,2023-03-11,,Cash Deposit,0.00,154.35,3572665.05
7946,2023-03-11,2023-03-11,,ATM Withdrawal,365.44,0.00,3572299.61
7947,2023-03-10,2023-03-11,,Groceries - Supermarket,165.29,0.00,3572134.32
7948,2023-03-10,2023-03-11,,Credit Card Payment,246.16,0.00,3571888.16
7949,2023-03-11,2023-03-11,,Utility Payment,188.01,0.00,3571700.15
7950,2023-03-11,2023-03-11,,Salary Credit,0.00,3172.77,3574872.92
7951,2023-03-12,2023-03-11,,Daily Essentials,41.91,0.00,3574831.01
7952,2023-03-11,2023-03-11,,ATM Withdrawal,405.11,0.00,3574425.90
7953,2023-03-11,2023-03-11,,Groceries - Supermarket,73.73,0.00,3574352.17
7954,2023-03-13,2023-03-12,,Investment - Stocks,2588.57,0.00,3571763.60
7955,2023-03-13,2023-03-12,,Transfer Received,0.00,1170.59,3572934.19
7956,2023-03-13,2023-03-12,,Utility Payment,73.26,0.00,3572860.93
7957,2023-03-13,2023-03-12,100194,Cheque Issued,737.61,0.00,3572123.32
7958,2023-03-13,2023-03-12,,Salary Credit,0.00,3159.32,3575282.64
7959,2023-03-12,2023-03-12,,Groceries - Online Delivery,57.92,0.00,3575224.72
7960,2023-03-14,2023-03-13,,Interest Credited,0.00,17.40,3575242.12
7961,2023-03-13,2023-03-13,,Salary Credit,0.00,2700.36,3577942.48
7962,2023-03-13,2023-03-13,,Salary Credit,0.00,3002.09,3580944.57
7963,2023-03-12,2023-03-13,,Transfer Received,0.00,1823.42,3582767.99
7964,2023-03-12,2023-03-13,,Investment - SIP,560.01,0.00,3582207.98
7965,2023-03-13,2023-03-13,,Investment Returns,0.00,398.37,3582606.35
7966,2023-03-13,2023-03-13,100195,Cheque Issued,2835.35,0.00,3579771.00
7967,2023-03-13,2023-03-13,,Groceries - Supermarket,45.53,0.00,3579725.47
7968,2023-03-14,2023-03-14,,Transfer Received,0.00,2728.36,3582453.83
7969,2023-03-14,2023-03-14,,Transfer Received,0.00,2340.96,3584794.79
7970,2023-03-14,2023-03-14,,Online Transfer,283.12,0.00,3584511.67
7971,2023-03-14,2023-03-14,,Dining Out,40.65,0.00,3584471.02
7972,2023-03-15,2023-03-15,,Groceries - Supermarket,157.15,0.00,3584313.87
7973,2023-03-16,2023-03-15,,Utility Payment,233.15,0.00,3584080.72
7974,2023-03-14,2023-03-15,,ATM Withdrawal,381.43,0.00,3583699.29
7975,2023-03-15,2023-03-15,,Daily Essentials,35.30,0.00,3583663.99
7976,2023-03-15,2023-03-15,,Takeout,35.61,0.00,3583628.38
7977,2023-03-16,2023-03-15,,Rental Income,0.00,2216.72,3585845.10
7978,2023-03-16,2023-03-15,,Salary Credit,0.00,2933.50,3588778.60
7979,2023-03-14,2023-03-15,,Transfer Received,0.00,2715.55,3591494.15
7980,2023-03-14,2023-03-15,,Utility Payment,67.37,0.00,3591426.78
7981,2023-03-16,2023-03-15,,ATM Withdrawal,291.78,0.00,3591135.00
7982,2023-03-15,2023-03-16,,Groceries - Supermarket,53.97,0.00,3591081.03
7983,2023-03-16,2023-03-16,,Interest Credited,0.00,61.49,3591142.52
7984,2023-03-16,2023-03-16,,Salary Credit,0.00,3234.04,3594376.56
7985,2023-03-17,2023-03-16,,Online Transfer,1881.01,0.00,3592495.55
7986,2023-03-17,2023-03-16,,Transfer Received,0.00,1393.97,3593889.52
7987,2023-03-17,2023-03-16,,Rental Income,0.00,2137.19,3596026.71
7988,2023-03-17,2023-03-17,100196,Cheque Issued,936.75,0.00,3595089.96
7989,2023-03-17,2023-03-17,,Groceries - Online Delivery,83.55,0.00,3595006.41
7990,2023-03-17,2023-03-17,,Credit Card Payment,752.07,0.00,3594254.34
7991,2023-03-17,2023-03-17,,Takeout,32.92,0.00,3594221.42
7992,2023-03-17,2023-03-17,,Transfer Received,0.00,1634.36,3595855.78
7993,2023-03-17,2023-03-17,,Transfer Received,0.00,2593.82,3598449.60
7994,2023-03-18,2023-03-18,,Salary Credit,0.00,3437.14,3601886.74
7995,2023-03-18,2023-03-18,,Transfer Received,0.00,1559.94,3603446.68
7996,2023-03-18,2023-03-18,,Transfer Received,0.00,1807.70,3605254.38
7997,2023-03-19,2023-03-19,,ATM Withdrawal,391.82,0.00,3604862.56
7998,2023-03-19,2023-03-19,,Salary Credit,0.00,4806.65,3609669.21
7999,2023-03-19,2023-03-19,,Groceries - Supermarket,50.97,0.00,3609618.24
